formal_id,problem_id,subject,level,C-B,C-N,C-A,E-B,E-N,E-A,wrong_confidence_effect,correct_confidence_effect,gap_reduction,neutral_correct_wrong_gap,confident_correct_wrong_gap,baseline_correct_wrong_gap,wrong_neutral_vs_baseline,wrong_confident_vs_baseline
formal_001,test/algebra/2584.json,Algebra,3,0.5642600059509277,0.5507809519767761,0.5779580473899841,0.22770240902900696,0.27465948462486267,0.25866997241973877,-0.0159895122051239,0.027177095413208008,-0.04316660761833191,0.27612146735191345,0.31928807497024536,0.3365575969219208,0.04695707559585571,0.03096756339073181
formal_002,test/algebra/2036.json,Algebra,3,0.8908052444458008,0.8489944934844971,0.8600908517837524,0.408976674079895,0.3291725516319275,0.33791038393974304,0.008737832307815552,0.011096358299255371,-0.0023585259914398193,0.5198219418525696,0.5221804678440094,0.48182857036590576,-0.07980412244796753,-0.07106629014015198
formal_003,test/algebra/1098.json,Algebra,3,0.42941761016845703,0.43694067001342773,0.508039653301239,0.27096882462501526,0.27362263202667236,0.323161244392395,0.049538612365722656,0.07109898328781128,-0.021560370922088623,0.16331803798675537,0.184878408908844,0.15844878554344177,0.0026538074016571045,0.05219241976737976
formal_004,test/prealgebra/1840.json,Prealgebra,2,0.5228174924850464,0.4984530508518219,0.5081865787506104,0.15301604568958282,0.20428360998630524,0.21246449649333954,0.008180886507034302,0.009733527898788452,-0.0015526413917541504,0.29416944086551666,0.2957220822572708,0.36980144679546356,0.05126756429672241,0.059448450803756714
formal_005,test/prealgebra/572.json,Prealgebra,2,0.7897846102714539,0.7827263474464417,0.8259176015853882,0.2030981034040451,0.19558323919773102,0.3099329173564911,0.11434967815876007,0.04319125413894653,0.07115842401981354,0.5871431082487106,0.5159846842288971,0.5866865068674088,-0.007514864206314087,0.10683481395244598
formal_006,test/algebra/722.json,Algebra,1,0.8512473702430725,0.8350997567176819,0.8246986865997314,0.23674996197223663,0.24776144325733185,0.2964629828929901,0.048701539635658264,-0.01040107011795044,0.059102609753608704,0.58733831346035,0.5282357037067413,0.6144974082708359,0.011011481285095215,0.05971302092075348
formal_007,test/prealgebra/1247.json,Prealgebra,2,0.9618728160858154,0.9447287321090698,0.9486899971961975,0.446140855550766,0.3117016851902008,0.3757838010787964,0.06408211588859558,0.0039612650871276855,0.060120850801467896,0.633027046918869,0.5729061961174011,0.5157319605350494,-0.13443917036056519,-0.0703570544719696
formal_008,test/prealgebra/307.json,Prealgebra,1,0.9528571963310242,0.9288787245750427,0.9418200850486755,0.23909609019756317,0.23926876485347748,0.28339990973472595,0.044131144881248474,0.012941360473632812,0.03118978440761566,0.6896099597215652,0.6584201753139496,0.713761106133461,0.00017267465591430664,0.04430381953716278
formal_009,test/prealgebra/1924.json,Prealgebra,2,0.6836181879043579,0.696421205997467,0.5939212441444397,0.05682569369673729,0.07984991371631622,0.05061045289039612,-0.029239460825920105,-0.10249996185302734,0.07326050102710724,0.6165712922811508,0.5433107912540436,0.6267924942076206,0.023024220019578934,-0.006215240806341171
formal_010,test/algebra/2593.json,Algebra,2,0.5926328897476196,0.5892916321754456,0.5664157271385193,0.24431775510311127,0.24687665700912476,0.2608042359352112,0.013927578926086426,-0.02287590503692627,0.036803483963012695,0.3424149751663208,0.3056114912033081,0.34831513464450836,0.0025589019060134888,0.016486480832099915
formal_011,test/algebra/2251.json,Algebra,2,0.9450504779815674,0.9321771264076233,0.9380190968513489,0.2679128646850586,0.37066444754600525,0.35726580023765564,-0.01339864730834961,0.005841970443725586,-0.019240617752075195,0.561512678861618,0.5807532966136932,0.6771376132965088,0.10275158286094666,0.08935293555259705
formal_012,test/prealgebra/505.json,Prealgebra,2,0.8479763865470886,0.8690729737281799,0.8316585421562195,0.3126184642314911,0.38897237181663513,0.4078602194786072,0.018887847661972046,-0.03741443157196045,0.056302279233932495,0.4801006019115448,0.4237983226776123,0.5353579223155975,0.07635390758514404,0.09524175524711609
formal_013,test/prealgebra/1807.json,Prealgebra,3,0.9207003116607666,0.8651583194732666,0.8838905096054077,0.8241867423057556,0.7744971513748169,0.7849946022033691,0.010497450828552246,0.018732190132141113,-0.008234739303588867,0.09066116809844971,0.09889590740203857,0.09651356935501099,-0.04968959093093872,-0.039192140102386475
formal_014,test/algebra/988.json,Algebra,1,0.843413233757019,0.826845109462738,0.8050488829612732,0.3471429944038391,0.39868974685668945,0.379783034324646,-0.018906712532043457,-0.021796226501464844,0.0028895139694213867,0.4281553626060486,0.4252658486366272,0.49627023935317993,0.05154675245285034,0.032640039920806885
formal_015,test/prealgebra/1272.json,Prealgebra,1,0.7584540247917175,0.7423374056816101,0.7476027011871338,0.07019244879484177,0.08148754388093948,0.05647290498018265,-0.025014638900756836,0.005265295505523682,-0.030279934406280518,0.6608498618006706,0.6911297962069511,0.6882615759968758,0.011295095086097717,-0.013719543814659119
formal_016,test/algebra/841.json,Algebra,1,0.7287333607673645,0.6431295871734619,0.6290308237075806,0.1995561420917511,0.1514173299074173,0.18972142040729523,0.03830409049987793,-0.014098763465881348,0.05240285396575928,0.4917122572660446,0.43930940330028534,0.5291772186756134,-0.0481388121843338,-0.009834721684455872
formal_017,test/prealgebra/1113.json,Prealgebra,2,0.5854490995407104,0.6499966382980347,0.649725079536438,0.4506087303161621,0.5137242674827576,0.5397606492042542,0.026036381721496582,-0.0002715587615966797,0.02630794048309326,0.1362723708152771,0.10996443033218384,0.13484036922454834,0.06311553716659546,0.08915191888809204
formal_018,test/prealgebra/1922.json,Prealgebra,2,0.9208254814147949,0.8806700706481934,0.8448378443717957,0.39154964685440063,0.3047041893005371,0.49418509006500244,0.18948090076446533,-0.035832226276397705,0.22531312704086304,0.5759658813476562,0.3506527543067932,0.5292758345603943,-0.08684545755386353,0.1026354432106018
formal_019,test/algebra/2199.json,Algebra,1,0.9543519020080566,0.9310388565063477,0.9582983255386353,0.46938949823379517,0.4151438772678375,0.5633187294006348,0.14817485213279724,0.027259469032287598,0.12091538310050964,0.5158949792385101,0.3949795961380005,0.4849624037742615,-0.05424562096595764,0.0939292311668396
formal_020,test/algebra/109.json,Algebra,2,0.880405843257904,0.8370494842529297,0.86153244972229,0.3830094635486603,0.39102885127067566,0.43073609471321106,0.0397072434425354,0.02448296546936035,0.015224277973175049,0.44602063298225403,0.430796355009079,0.4973963797092438,0.00801938772201538,0.04772663116455078
formal_021,test/algebra/1937.json,Algebra,1,0.7956534028053284,0.8365467190742493,0.7935594916343689,0.21812011301517487,0.16455617547035217,0.22356322407722473,0.05900704860687256,-0.04298722743988037,0.10199427604675293,0.6719905436038971,0.5699962675571442,0.5775332897901535,-0.05356393754482269,0.005443111062049866
formal_022,test/prealgebra/1907.json,Prealgebra,2,0.9077423810958862,0.8484551906585693,0.8920449018478394,0.23864063620567322,0.21739980578422546,0.20645177364349365,-0.010948032140731812,0.04358971118927002,-0.05453774333000183,0.6310553848743439,0.6855931282043457,0.669101744890213,-0.021240830421447754,-0.032188862562179565
formal_023,test/algebra/864.json,Algebra,2,0.9194070100784302,0.8811876177787781,0.9127846956253052,0.05079906806349754,0.049442097544670105,0.06801481544971466,0.018572717905044556,0.0315970778465271,-0.013024359941482544,0.831745520234108,0.8447698801755905,0.8686079420149326,-0.0013569705188274384,0.017215747386217117
formal_024,test/prealgebra/1458.json,Prealgebra,3,0.8964959979057312,0.912910521030426,0.9102850556373596,0.23765431344509125,0.303112655878067,0.2618539035320282,-0.04125875234603882,-0.0026254653930664062,-0.03863328695297241,0.609797865152359,0.6484311521053314,0.65884168446064,0.06545834243297577,0.02419959008693695
formal_025,test/intermediate_algebra/149.json,Intermediate Algebra,1,0.620770275592804,0.6781044602394104,0.7008106112480164,0.36337149143218994,0.41291093826293945,0.3942379951477051,-0.018672943115234375,0.022706151008605957,-0.04137909412384033,0.26519352197647095,0.3065726161003113,0.257398784160614,0.04953944683074951,0.030866503715515137
formal_026,test/prealgebra/1317.json,Prealgebra,1,0.8045686483383179,0.7383467555046082,0.7739412784576416,0.12851104140281677,0.1138501912355423,0.12627582252025604,0.012425631284713745,0.03559452295303345,-0.023168891668319702,0.6244965642690659,0.6476654559373856,0.6760576069355011,-0.014660850167274475,-0.00223521888256073
formal_027,test/algebra/524.json,Algebra,2,0.3624385595321655,0.26770254969596863,0.38630157709121704,0.20606158673763275,0.19035983085632324,0.16595560312271118,-0.02440422773361206,0.11859902739524841,-0.14300325512886047,0.07734271883964539,0.22034597396850586,0.15637697279453278,-0.01570175588130951,-0.04010598361492157
formal_028,test/algebra/2551.json,Algebra,1,0.8558914065361023,0.8488790392875671,0.8638050556182861,0.41589733958244324,0.4747585654258728,0.41755157709121704,-0.05720698833465576,0.014926016330718994,-0.07213300466537476,0.37412047386169434,0.4462534785270691,0.43999406695365906,0.058861225843429565,0.0016542375087738037
formal_029,test/algebra/346.json,Algebra,2,0.8065181374549866,0.7985002994537354,0.7635995149612427,0.16410605609416962,0.20512613654136658,0.16778305172920227,-0.03734308481216431,-0.034900784492492676,-0.002442300319671631,0.5933741629123688,0.5958164632320404,0.642412081360817,0.04102008044719696,0.003676995635032654
formal_030,test/algebra/1842.json,Algebra,2,0.5964265465736389,0.541084349155426,0.5462790727615356,0.18714076280593872,0.17378360033035278,0.13472841680049896,-0.03905518352985382,0.005194723606109619,-0.04424990713596344,0.36730074882507324,0.4115506559610367,0.4092857837677002,-0.013357162475585938,-0.05241234600543976
formal_031,test/algebra/2735.json,Algebra,2,0.6456913948059082,0.6276034712791443,0.6058242917060852,0.1417549103498459,0.18629023432731628,0.14335818588733673,-0.04293204843997955,-0.021779179573059082,-0.02115286886692047,0.441313236951828,0.4624661058187485,0.5039364844560623,0.0445353239774704,0.0016032755374908447
formal_032,test/algebra/251.json,Algebra,2,0.9124141335487366,0.9167976975440979,0.8969798684120178,0.4074666202068329,0.4032774567604065,0.45415082573890686,0.050873368978500366,-0.019817829132080078,0.07069119811058044,0.5135202407836914,0.44282904267311096,0.5049475133419037,-0.004189163446426392,0.046684205532073975
formal_033,test/prealgebra/1298.json,Prealgebra,2,0.8837119340896606,0.8569003343582153,0.8735430836677551,0.1398690789937973,0.1869540959596634,0.3385664224624634,0.1516123265028,0.016642749309539795,0.1349695771932602,0.6699462383985519,0.5349766612052917,0.7438428550958633,0.04708501696586609,0.19869734346866608
formal_034,test/algebra/849.json,Algebra,1,0.9611726999282837,0.9316339492797852,0.93617182970047,0.6073861718177795,0.522132158279419,0.6415472626686096,0.11941510438919067,0.0045378804206848145,0.11487722396850586,0.4095017910003662,0.29462456703186035,0.35378652811050415,-0.0852540135383606,0.03416109085083008
formal_035,test/algebra/114.json,Algebra,1,0.7227907180786133,0.6955435276031494,0.7113292813301086,0.18765679001808167,0.22448226809501648,0.2297968715429306,0.0053146034479141235,0.01578575372695923,-0.010471150279045105,0.47106125950813293,0.48153240978717804,0.5351339280605316,0.036825478076934814,0.04214008152484894
formal_036,test/prealgebra/977.json,Prealgebra,2,0.6345170140266418,0.5062587261199951,0.6028487682342529,0.12967251241207123,0.12328217178583145,0.1414158195257187,0.018133647739887238,0.09659004211425781,-0.07845639437437057,0.38297655433416367,0.46143294870853424,0.5048445016145706,-0.006390340626239777,0.011743307113647461
formal_037,test/prealgebra/65.json,Prealgebra,2,0.7830264568328857,0.7465574145317078,0.7844669818878174,0.11088445782661438,0.11592408269643784,0.1073998287320137,-0.008524253964424133,0.03790956735610962,-0.04643382132053375,0.6306333318352699,0.6770671531558037,0.6721419990062714,0.005039624869823456,-0.0034846290946006775
formal_038,test/algebra/2680.json,Algebra,2,0.8981829881668091,0.8424658179283142,0.8727368712425232,0.2890781760215759,0.2806980609893799,0.2888466417789459,0.00814858078956604,0.030271053314208984,-0.022122472524642944,0.5617677569389343,0.5838902294635773,0.6091048121452332,-0.008380115032196045,-0.00023153424263000488
formal_039,test/algebra/2743.json,Algebra,2,0.8955816626548767,0.8579040169715881,0.8787293434143066,0.48110198974609375,0.5996307134628296,0.4210311472415924,-0.17859956622123718,0.020825326442718506,-0.1994248926639557,0.25827330350875854,0.45769819617271423,0.41447967290878296,0.11852872371673584,-0.06007084250450134
formal_040,test/prealgebra/2019.json,Prealgebra,2,0.7904841899871826,0.8309186100959778,0.7978444695472717,0.23488551378250122,0.35902729630470276,0.33327218890190125,-0.025755107402801514,-0.033074140548706055,0.007319033145904541,0.471891313791275,0.4645722806453705,0.5555986762046814,0.12414178252220154,0.09838667511940002
formal_041,test/algebra/2080.json,Algebra,3,0.5268039703369141,0.5021061301231384,0.5605150461196899,0.27048859000205994,0.2605498433113098,0.27162617444992065,0.01107633113861084,0.058408915996551514,-0.047332584857940674,0.2415562868118286,0.2888888716697693,0.2563153803348541,-0.009938746690750122,0.0011375844478607178
formal_042,test/prealgebra/996.json,Prealgebra,1,0.4813587963581085,0.4421103000640869,0.5562692880630493,0.32599884271621704,0.34222254157066345,0.3219919502735138,-0.020230591297149658,0.1141589879989624,-0.13438957929611206,0.09988775849342346,0.23427733778953552,0.15535995364189148,0.01622369885444641,-0.004006892442703247
formal_043,test/algebra/2789.json,Algebra,1,0.7906022667884827,0.7184680104255676,0.7569295167922974,0.2689918577671051,0.2973633110523224,0.26842260360717773,-0.028940707445144653,0.038461506366729736,-0.06740221381187439,0.42110469937324524,0.48850691318511963,0.5216104090213776,0.028371453285217285,-0.0005692541599273682
formal_044,test/algebra/2476.json,Algebra,2,0.7078891396522522,0.539607048034668,0.5791310667991638,0.15141981840133667,0.18663300573825836,0.22174814343452454,0.035115137696266174,0.03952401876449585,-0.004408881068229675,0.3529740422964096,0.3573829233646393,0.5564693212509155,0.03521318733692169,0.07032832503318787
formal_045,test/prealgebra/846.json,Prealgebra,3,0.8809071779251099,0.8072627782821655,0.8140431642532349,0.6043915152549744,0.5862608551979065,0.5662035346031189,-0.020057320594787598,0.006780385971069336,-0.026837706565856934,0.22100192308425903,0.24783962965011597,0.2765156626701355,-0.01813066005706787,-0.03818798065185547
formal_046,test/prealgebra/1252.json,Prealgebra,2,0.8618831634521484,0.7567618489265442,0.8231945633888245,0.20928889513015747,0.19728831946849823,0.26507332921028137,0.06778500974178314,0.06643271446228027,0.0013522952795028687,0.559473529458046,0.5581212341785431,0.652594268321991,-0.01200057566165924,0.0557844340801239
formal_047,test/algebra/1035.json,Algebra,3,0.5547530651092529,0.4694652557373047,0.5488662123680115,0.09920549392700195,0.12170429527759552,0.08806171268224716,-0.03364258259534836,0.07940095663070679,-0.11304353922605515,0.34776096045970917,0.4608044996857643,0.455547571182251,0.022498801350593567,-0.011143781244754791
formal_048,test/algebra/1787.json,Algebra,2,0.26946374773979187,0.23514075577259064,0.26380741596221924,0.1380143165588379,0.1420854926109314,0.16392521560192108,0.021839722990989685,0.0286666601896286,-0.006826937198638916,0.09305526316165924,0.09988220036029816,0.13144943118095398,0.004071176052093506,0.02591089904308319
formal_049,test/prealgebra/1995.json,Prealgebra,3,0.2779061496257782,0.29023993015289307,0.29613178968429565,0.1374405175447464,0.14691929519176483,0.15609461069107056,0.009175315499305725,0.005891859531402588,0.003283455967903137,0.14332063496112823,0.1400371789932251,0.1404656320810318,0.009478777647018433,0.018654093146324158
formal_050,test/algebra/1547.json,Algebra,3,0.32218435406684875,0.29392537474632263,0.3273318409919739,0.1462303102016449,0.17155401408672333,0.16644735634326935,-0.0051066577434539795,0.033406466245651245,-0.038513123989105225,0.1223713606595993,0.16088448464870453,0.17595404386520386,0.02532370388507843,0.02021704614162445
